row_id,question,question_id,student_answer,reference_answer,assigned_points,max_points,domain,dataset_name,normalized_points
25,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,1,the terminal is connected to the negative voltage terminal,the terminals are connected,0,1,,beetle,0.0
26,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,1,tell me the answer,the terminals are connected,0,1,,beetle,0.0
27,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,1,there is no difference between the electrical states and also that there is a gap in the circuit,the terminals are connected,0,1,,beetle,0.0
28,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,1,the terminals are separated by a gap and the battery terminal and bulb terminal are on the same side of the gap,the terminals are connected,0,1,,beetle,0.0
29,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,1,there is a damaged bulb,the terminals are connected,0,1,,beetle,0.0
30,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,1,there is a short circuit between the connection of the bulb terminal and a battery terminal,the terminals are connected,0,1,,beetle,0.0
31,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,1,that the bulb is connected to the positive end of the terminal,the terminals are connected,0,1,,beetle,0.0
32,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,1,that they are connected no gap,the terminals are connected,1,1,,beetle,1.0
33,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,1,they share an electrical state,the terminals are connected,1,1,,beetle,1.0
34,What does a voltage reading of 0 tell you about the connection between a bulb terminal and a battery terminal?,1,the two terminals are in the same electrical state,the terminals are connected,1,1,,beetle,1.0
35,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,the positive battery terminal is connected to terminal six,terminal 6 and the positive terminal are connected,1,1,,beetle,1.0
36,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,terminal 6 is only connected to the positive terminal,terminal 6 and the positive terminal are connected,1,1,,beetle,1.0
37,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,bulb i does not work,terminal 6 and the positive terminal are connected,0,1,,beetle,0.0
38,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,the positive battery terminal is separated by a gap from terminal 6,terminal 6 and the positive terminal are connected,0,1,,beetle,0.0
39,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,there is no gap between terminal 6 and the positive terminal,terminal 6 and the positive terminal are connected,1,1,,beetle,1.0
40,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,a terminal is connected to the positive battery terminal,terminal 6 and the positive terminal are connected,1,1,,beetle,1.0
41,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,the terminals are connected,terminal 6 and the positive terminal are connected,1,1,,beetle,1.0
42,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,the positive terminal is not separated by a gap from terminal 6,terminal 6 and the positive terminal are connected,1,1,,beetle,1.0
43,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,the positive battery terminal is not separated from terminal 6.,terminal 6 and the positive terminal are connected,1,1,,beetle,1.0
44,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,i dont know,terminal 6 and the positive terminal are connected,0,1,,beetle,0.0
45,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,the positive battery terminal was not separated by a gap from terminal 6.,terminal 6 and the positive terminal are connected,1,1,,beetle,1.0
46,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,the 2 are connected,terminal 6 and the positive terminal are connected,1,1,,beetle,1.0
47,Why do you think those terminals and the negative battery terminal are in the same state?,3,because they are connected to the negative terminal,terminals i 2 and 3 are connected to the negative battery terminal,1,1,,beetle,1.0
48,Why do you think those terminals and the negative battery terminal are in the same state?,3,i i and 3 have 0 volts the negative battery terminal has 0 volts,terminals i 2 and 3 are connected to the negative battery terminal,0,1,,beetle,0.0
49,Why do you think those terminals and the negative battery terminal are in the same state?,3,i i and 3 show 0 volts,terminals i 2 and 3 are connected to the negative battery terminal,0,1,,beetle,0.0
50,Why do you think those terminals and the negative battery terminal are in the same state?,3,because they are not connected to the positive terminal,terminals i 2 and 3 are connected to the negative battery terminal,1,1,,beetle,1.0
51,Why do you think those terminals and the negative battery terminal are in the same state?,3,because there is a gap caused by damaged bulb be,terminals i 2 and 3 are connected to the negative battery terminal,0,1,,beetle,0.0
52,Why do you think those terminals and the negative battery terminal are in the same state?,3,they are zero,terminals i 2 and 3 are connected to the negative battery terminal,0,1,,beetle,0.0
53,Why do you think those terminals and the negative battery terminal are in the same state?,3,a terminal is connected to the negative,terminals i 2 and 3 are connected to the negative battery terminal,0,1,,beetle,0.0
54,Why do you think those terminals and the negative battery terminal are in the same state?,3,they are on the other side of the positive terminal,terminals i 2 and 3 are connected to the negative battery terminal,0,1,,beetle,0.0
55,Why do you think those terminals and the negative battery terminal are in the same state?,3,1 2 and 3 are on the negative side,terminals i 2 and 3 are connected to the negative battery terminal,0,1,,beetle,0.0
56,Why do you think those terminals and the negative battery terminal are in the same state?,3,the path is not closed,terminals i 2 and 3 are connected to the negative battery terminal,0,1,,beetle,0.0
57,Why do you think those terminals and the negative battery terminal are in the same state?,3,a connected to negative,terminals i 2 and 3 are connected to the negative battery terminal,0,1,,beetle,0.0
58,Why do you think those terminals and the negative battery terminal are in the same state?,3,they are closest to each other,terminals i 2 and 3 are connected to the negative battery terminal,0,1,,beetle,0.0
59,Why do you think those terminals and the negative battery terminal are in the same state?,3,yes,terminals i 2 and 3 are connected to the negative battery terminal,0,1,,beetle,0.0
60,Why do you think those terminals and the negative battery terminal are in the same state?,3,because the other side of the terminal is 1.5 volts,terminals i 2 and 3 are connected to the negative battery terminal,0,1,,beetle,0.0
61,Why do you think those terminals and the negative battery terminal are in the same state?,3,because the path in the circuit to the positive battery terminal is disrupted by bulb i,terminals i 2 and 3 are connected to the negative battery terminal,0,1,,beetle,0.0
62,Why do you think those terminals and the negative battery terminal are in the same state?,3,because they all read as not receiving electricity from the negative terminal,terminals i 2 and 3 are connected to the negative battery terminal,0,1,,beetle,0.0
63,Why do you think those terminals and the negative battery terminal are in the same state?,3,there is a gap between the negative and positive due to blub i,terminals i 2 and 3 are connected to the negative battery terminal,0,1,,beetle,0.0
64,Why do you think those terminals and the negative battery terminal are in the same state?,3,because their voltages are i indicating there is no difference between the states,terminals i 2 and 3 are connected to the negative battery terminal,0,1,,beetle,0.0
65,Explain why you got a voltage reading of 0 for terminal 1 and terminal 4.,4,terminal 1 and 4 are connected to the negative terminal of the battery,terminals 1 and 4 are connected,1,1,,beetle,1.0
66,Why was bulb C off when switch Z was open?,5,bulb i was in an open path with the battery,bulb i was no longer in a closed path with the battery,1,1,,beetle,1.0
67,Why was bulb C off when switch Z was open?,5,bulb i is not contained in a closed path with the battery,bulb i was no longer in a closed path with the battery,1,1,,beetle,1.0
68,Why was bulb C off when switch Z was open?,5,bulb i was not in a closed path with the battery,bulb i was no longer in a closed path with the battery,1,1,,beetle,1.0
69,Why was bulb C off when switch Z was open?,5,path for bulb i was open,bulb i was no longer in a closed path with the battery,1,1,,beetle,1.0
70,Why was bulb C off when switch Z was open?,5,switch i makes the path incomplete,bulb i was no longer in a closed path with the battery,0,1,,beetle,0.0
71,Why was bulb C off when switch Z was open?,5,bulb i is still contained in a closed path with the battery,bulb i was no longer in a closed path with the battery,0,1,,beetle,0.0
72,Why was bulb C off when switch Z was open?,5,bulb i is contained in the path to the battery,bulb i was no longer in a closed path with the battery,0,1,,beetle,0.0
73,Why was bulb C off when switch Z was open?,5,it was not in a closed path with the battery,bulb i was no longer in a closed path with the battery,1,1,,beetle,1.0
74,Why was bulb C off when switch Z was open?,5,ink,bulb i was no longer in a closed path with the battery,0,1,,beetle,0.0
75,Why was bulb C off when switch Z was open?,5,because bulb i is contained in an opened path with the battery which turns it off,bulb i was no longer in a closed path with the battery,1,1,,beetle,1.0
76,Why was bulb C off when switch Z was open?,6,bulb i was in an open path with the battery,there was no longer a closed path containing bulb i and the battery,1,1,,beetle,1.0
77,Why was bulb C off when switch Z was open?,6,bulb i is not contained in a closed path with the battery,there was no longer a closed path containing bulb i and the battery,1,1,,beetle,1.0
78,Why was bulb C off when switch Z was open?,6,bulb i was not in a closed path with the battery,there was no longer a closed path containing bulb i and the battery,1,1,,beetle,1.0
79,Why was bulb C off when switch Z was open?,6,path for bulb i was open,there was no longer a closed path containing bulb i and the battery,1,1,,beetle,1.0
80,Why was bulb C off when switch Z was open?,6,switch i makes the path incomplete,there was no longer a closed path containing bulb i and the battery,0,1,,beetle,0.0
81,Why was bulb C off when switch Z was open?,6,bulb i is still contained in a closed path with the battery,there was no longer a closed path containing bulb i and the battery,0,1,,beetle,0.0
82,Why was bulb C off when switch Z was open?,6,bulb i is contained in the path to the battery,there was no longer a closed path containing bulb i and the battery,0,1,,beetle,0.0
83,Why was bulb C off when switch Z was open?,6,it was not in a closed path with the battery,there was no longer a closed path containing bulb i and the battery,1,1,,beetle,1.0
84,Why was bulb C off when switch Z was open?,6,ink,there was no longer a closed path containing bulb i and the battery,0,1,,beetle,0.0
85,Why was bulb C off when switch Z was open?,6,because bulb i is contained in an opened path with the battery which turns it off,there was no longer a closed path containing bulb i and the battery,1,1,,beetle,1.0
86,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,7,terminal 6 is connected to the positive terminal of the battery and terminal 1 is connected to the negative terminal of the battery,terminals 1 and 6 are separated by the gap,0,1,,beetle,0.0
87,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,7,terminal 6 is not connected to the negative terminal,terminals 1 and 6 are separated by the gap,0,1,,beetle,0.0
88,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,7,there is a separation between them,terminals 1 and 6 are separated by the gap,0,1,,beetle,0.0
89,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,7,terminal 1 is not connected to terminal 1,terminals 1 and 6 are separated by the gap,0,1,,beetle,0.0
90,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,7,they are not connected there is a gap,terminals 1 and 6 are separated by the gap,1,1,,beetle,1.0
91,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,7,terminal 1 is connected to terminal 6.,terminals 1 and 6 are separated by the gap,0,1,,beetle,0.0
92,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,7,terminal 1 and terminal 6 are separated by a gap,terminals 1 and 6 are separated by the gap,1,1,,beetle,1.0
93,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,8,terminal 6 is connected to the positive terminal of the battery and terminal 1 is connected to the negative terminal of the battery,there is a gap between terminals 1 and 6,0,1,,beetle,0.0
94,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,8,terminal 6 is not connected to the negative terminal,there is a gap between terminals 1 and 6,0,1,,beetle,0.0
95,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,8,there is a separation between them,there is a gap between terminals 1 and 6,0,1,,beetle,0.0
96,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,8,terminal 1 is not connected to terminal 1,there is a gap between terminals 1 and 6,0,1,,beetle,0.0
97,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,8,they are not connected there is a gap,there is a gap between terminals 1 and 6,1,1,,beetle,1.0
98,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,8,terminal 1 is connected to terminal 6.,there is a gap between terminals 1 and 6,0,1,,beetle,0.0
99,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,8,terminal 1 and terminal 6 are separated by a gap,there is a gap between terminals 1 and 6,1,1,,beetle,1.0
100,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,because electrical states will be greater if there is a gap in the circuit,measuring voltage indicates the place where the electrical state changes due to a damaged bulb,0,1,,beetle,0.0
101,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,measuring voltage allows you to locate the gap in a connection,measuring voltage indicates the place where the electrical state changes due to a damaged bulb,0,1,,beetle,0.0
102,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,it allows you to measure electrical states within a connection or find a gap in the connection,measuring voltage indicates the place where the electrical state changes due to a damaged bulb,0,1,,beetle,0.0
103,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,there is a difference in the electrical state at the location of the gap in the circuit,measuring voltage indicates the place where the electrical state changes due to a damaged bulb,0,1,,beetle,0.0
104,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,the electrical state is non-zero.,measuring voltage indicates the place where the electrical state changes due to a damaged bulb,0,1,,beetle,0.0
105,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,it shows the chemical reaction of the battery to the electrical state of the terminal,measuring voltage indicates the place where the electrical state changes due to a damaged bulb,0,1,,beetle,0.0
106,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,voltage shows the chemical reactions of where the ap is,measuring voltage indicates the place where the electrical state changes due to a damaged bulb,0,1,,beetle,0.0
107,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,burnt bulbs have no voltage at one of their terminals,measuring voltage indicates the place where the electrical state changes due to a damaged bulb,0,1,,beetle,0.0
108,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,measuring the voltage allows you to see where there is a gap in the electrical states,measuring voltage indicates the place where the electrical state changes due to a damaged bulb,0,1,,beetle,0.0
109,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,voltage measures the difference between the electrical states at two terminals if there is a gap in the connection between the terminals then a meter will measure a voltage,measuring voltage indicates the place where the electrical state changes due to a damaged bulb,0,1,,beetle,0.0
110,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,when a light bulb is burned out in a closed path all the light blues go out voltage helps you to find where there is a gap in the path which indicated a damaged bulb,measuring voltage indicates the place where the electrical state changes due to a damaged bulb,0,1,,beetle,0.0
111,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,because electrical states will be greater if there is a gap in the circuit,measuring voltage indicates the place where the electrical state changes due to a gap,0,1,,beetle,0.0
112,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,measuring voltage allows you to locate the gap in a connection,measuring voltage indicates the place where the electrical state changes due to a gap,0,1,,beetle,0.0
113,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,it allows you to measure electrical states within a connection or find a gap in the connection,measuring voltage indicates the place where the electrical state changes due to a gap,0,1,,beetle,0.0
114,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,there is a difference in the electrical state at the location of the gap in the circuit,measuring voltage indicates the place where the electrical state changes due to a gap,0,1,,beetle,0.0
115,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,the electrical state is non-zero.,measuring voltage indicates the place where the electrical state changes due to a gap,0,1,,beetle,0.0
116,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,it shows the chemical reaction of the battery to the electrical state of the terminal,measuring voltage indicates the place where the electrical state changes due to a gap,0,1,,beetle,0.0
117,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,voltage shows the chemical reactions of where the ap is,measuring voltage indicates the place where the electrical state changes due to a gap,0,1,,beetle,0.0
118,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,burnt bulbs have no voltage at one of their terminals,measuring voltage indicates the place where the electrical state changes due to a gap,0,1,,beetle,0.0
119,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,measuring the voltage allows you to see where there is a gap in the electrical states,measuring voltage indicates the place where the electrical state changes due to a gap,0,1,,beetle,0.0
120,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,voltage measures the difference between the electrical states at two terminals if there is a gap in the connection between the terminals then a meter will measure a voltage,measuring voltage indicates the place where the electrical state changes due to a gap,0,1,,beetle,0.0
121,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,when a light bulb is burned out in a closed path all the light blues go out voltage helps you to find where there is a gap in the path which indicated a damaged bulb,measuring voltage indicates the place where the electrical state changes due to a gap,0,1,,beetle,0.0
122,Why was bulb A on when switch Y was open and switch Z was closed?,11,because it had a closed path,bulb a is still contained in a closed path with the battery,0,1,,beetle,0.0
123,Why was bulb A on when switch Y was open and switch Z was closed?,11,because the circuit was closed,bulb a is still contained in a closed path with the battery,0,1,,beetle,0.0
124,Why was bulb A on when switch Y was open and switch Z was closed?,11,because bulb a was in a closed path,bulb a is still contained in a closed path with the battery,0,1,,beetle,0.0
125,Why was bulb A on when switch Y was open and switch Z was closed?,11,bulb a was still in a closed path,bulb a is still contained in a closed path with the battery,0,1,,beetle,0.0
126,Why was bulb A on when switch Y was open and switch Z was closed?,11,bulb a is still connected to the battery in a closed path,bulb a is still contained in a closed path with the battery,1,1,,beetle,1.0
127,Why was bulb A on when switch Y was open and switch Z was closed?,11,it had a closed path,bulb a is still contained in a closed path with the battery,0,1,,beetle,0.0
128,Why was bulb A on when switch Y was open and switch Z was closed?,11,switch y is not on the same path as bulb a,bulb a is still contained in a closed path with the battery,1,1,,beetle,1.0
129,Why was bulb A on when switch Y was open and switch Z was closed?,11,the path was closed,bulb a is still contained in a closed path with the battery,0,1,,beetle,0.0
130,Why was bulb A on when switch Y was open and switch Z was closed?,11,bulb a is contained in a closed path,bulb a is still contained in a closed path with the battery,0,1,,beetle,0.0
131,Why was bulb A on when switch Y was open and switch Z was closed?,11,bulb a was in a closed circuit with the battery,bulb a is still contained in a closed path with the battery,0,1,,beetle,0.0
132,Why was bulb A on when switch Y was open and switch Z was closed?,11,there was still a closed circuit,bulb a is still contained in a closed path with the battery,0,1,,beetle,0.0
133,Why was bulb A on when switch Y was open and switch Z was closed?,11,because bulb a is in a closed circuit with the battery and switch i,bulb a is still contained in a closed path with the battery,0,1,,beetle,0.0
134,Why was bulb A on when switch Y was open and switch Z was closed?,11,switch i was the only one in the same path as bulb a,bulb a is still contained in a closed path with the battery,1,1,,beetle,1.0
135,Why was bulb A on when switch Y was open and switch Z was closed?,12,because it had a closed path,bulb a is still contained in a closed path with the battery and switch ze,0,1,,beetle,0.0
136,Why was bulb A on when switch Y was open and switch Z was closed?,12,because the circuit was closed,bulb a is still contained in a closed path with the battery and switch ze,0,1,,beetle,0.0
137,Why was bulb A on when switch Y was open and switch Z was closed?,12,because bulb a was in a closed path,bulb a is still contained in a closed path with the battery and switch ze,0,1,,beetle,0.0
138,Why was bulb A on when switch Y was open and switch Z was closed?,12,bulb a was still in a closed path,bulb a is still contained in a closed path with the battery and switch ze,0,1,,beetle,0.0
139,Why was bulb A on when switch Y was open and switch Z was closed?,12,bulb a is still connected to the battery in a closed path,bulb a is still contained in a closed path with the battery and switch ze,1,1,,beetle,1.0
140,Why was bulb A on when switch Y was open and switch Z was closed?,12,it had a closed path,bulb a is still contained in a closed path with the battery and switch ze,0,1,,beetle,0.0
141,Why was bulb A on when switch Y was open and switch Z was closed?,12,switch y is not on the same path as bulb a,bulb a is still contained in a closed path with the battery and switch ze,1,1,,beetle,1.0
142,Why was bulb A on when switch Y was open and switch Z was closed?,12,the path was closed,bulb a is still contained in a closed path with the battery and switch ze,0,1,,beetle,0.0
143,Why was bulb A on when switch Y was open and switch Z was closed?,12,bulb a is contained in a closed path,bulb a is still contained in a closed path with the battery and switch ze,0,1,,beetle,0.0
144,Why was bulb A on when switch Y was open and switch Z was closed?,12,bulb a was in a closed circuit with the battery,bulb a is still contained in a closed path with the battery and switch ze,0,1,,beetle,0.0
145,Why was bulb A on when switch Y was open and switch Z was closed?,12,there was still a closed circuit,bulb a is still contained in a closed path with the battery and switch ze,0,1,,beetle,0.0
146,Why was bulb A on when switch Y was open and switch Z was closed?,12,because bulb a is in a closed circuit with the battery and switch i,bulb a is still contained in a closed path with the battery and switch ze,0,1,,beetle,0.0
147,Why was bulb A on when switch Y was open and switch Z was closed?,12,switch i was the only one in the same path as bulb a,bulb a is still contained in a closed path with the battery and switch ze,1,1,,beetle,1.0
148,Explain your reasoning.,13,bulb a and bulb i are still in a closed path with the battery,if i burns out then a and i are still in a closed path with the battery,1,1,,beetle,1.0
149,Explain your reasoning.,13,can still be in a closed path with the battery,if i burns out then a and i are still in a closed path with the battery,1,1,,beetle,1.0
150,Explain your reasoning.,13,closed pathway with the battery,if i burns out then a and i are still in a closed path with the battery,0,1,,beetle,0.0
151,Explain your reasoning.,13,separate circuits,if i burns out then a and i are still in a closed path with the battery,0,1,,beetle,0.0
152,Explain your reasoning.,13,bulbs a and i are still contained in a closed path to the battery,if i burns out then a and i are still in a closed path with the battery,1,1,,beetle,1.0
153,"When switch X was closed and switch Y was open, why was bulb A on?",14,it is on a complete path with the battery,bulb a was still contained in the same closed path with the battery,0,1,,beetle,0.0
154,"When switch X was closed and switch Y was open, why was bulb A on?",14,because it was contained in a closed path to the battery,bulb a was still contained in the same closed path with the battery,1,1,,beetle,1.0
155,"When switch X was closed and switch Y was open, why was bulb A on?",14,the battery is contained in the same path as the bulb,bulb a was still contained in the same closed path with the battery,0,1,,beetle,0.0
156,"When switch X was closed and switch Y was open, why was bulb A on?",14,there was a gap in therefdjkjreajfjhkldec,bulb a was still contained in the same closed path with the battery,0,1,,beetle,0.0
157,"When switch X was closed and switch Y was open, why was bulb A on?",14,bulb a was in a closed path with a battery,bulb a was still contained in the same closed path with the battery,1,1,,beetle,1.0
158,"When switch X was closed and switch Y was open, why was bulb A on?",14,bulb a and switch i are contained in a closed path with a battery,bulb a was still contained in the same closed path with the battery,1,1,,beetle,1.0
159,"When switch X was closed and switch Y was open, why was bulb A on?",14,it does not affect bulb a switch i does affect bulb a switch i was closed,bulb a was still contained in the same closed path with the battery,0,1,,beetle,0.0
160,"When switch X was closed and switch Y was open, why was bulb A on?",14,it was on a closed path and connected to the battery,bulb a was still contained in the same closed path with the battery,1,1,,beetle,1.0
161,"When switch X was closed and switch Y was open, why was bulb A on?",14,bulb a is in the path of switch xu,bulb a was still contained in the same closed path with the battery,0,1,,beetle,0.0
162,"When switch X was closed and switch Y was open, why was bulb A on?",14,bulb a was in a closed circuit,bulb a was still contained in the same closed path with the battery,0,1,,beetle,0.0
163,"When switch X was closed and switch Y was open, why was bulb A on?",14,because it's path was closed,bulb a was still contained in the same closed path with the battery,0,1,,beetle,0.0
164,"When switch X was closed and switch Y was open, why was bulb A on?",14,bulb a was on because the path was closed from bulb a to the battery,bulb a was still contained in the same closed path with the battery,1,1,,beetle,1.0
165,"When switch X was closed and switch Y was open, why was bulb A on?",15,it is on a complete path with the battery,bulb a is still contained in a closed path with the battery and switch xu,0,1,,beetle,0.0
166,"When switch X was closed and switch Y was open, why was bulb A on?",15,because it was contained in a closed path to the battery,bulb a is still contained in a closed path with the battery and switch xu,1,1,,beetle,1.0
167,"When switch X was closed and switch Y was open, why was bulb A on?",15,the battery is contained in the same path as the bulb,bulb a is still contained in a closed path with the battery and switch xu,0,1,,beetle,0.0
