row_id,question,question_id,student_answer,reference_answer,assigned_points,max_points,domain,dataset_name
10,"['what', 'role', 'doe', 'the', 'path', 'play', 'in', 'determining', 'whether', 'or', 'not', 'a', 'switch', 'affect', 'a', 'bulb']",0,"['a', 'switch', 'ha', 'to', 'be', 'contained', 'in', 'a', 'closed', 'path', 'with', 'no', 'gap']","['if', 'a', 'bulb', 'and', 'a', 'switch', 'are', 'in', 'the', 'same', 'path', 'the', 'switch', 'affect', 'the', 'bulb']",0,1,,beetle
11,"['what', 'role', 'doe', 'the', 'path', 'play', 'in', 'determining', 'whether', 'or', 'not', 'a', 'switch', 'affect', 'a', 'bulb']",0,"['if', 'the', 'switch', 'is', 'on']","['if', 'a', 'bulb', 'and', 'a', 'switch', 'are', 'in', 'the', 'same', 'path', 'the', 'switch', 'affect', 'the', 'bulb']",0,1,,beetle
12,"['what', 'role', 'doe', 'the', 'path', 'play', 'in', 'determining', 'whether', 'or', 'not', 'a', 'switch', 'affect', 'a', 'bulb']",0,"['it', 'play', 'a', 'significant', 'role', 'if', 'a', 'switch', 'is', 'open', 'it', 'may', 'or', 'may', 'not', 'interfere', 'with', 'a', 'closed', 'path', 'which', 'is', 'essential', 'to', 'light', 'the', 'bulb']","['if', 'a', 'bulb', 'and', 'a', 'switch', 'are', 'in', 'the', 'same', 'path', 'the', 'switch', 'affect', 'the', 'bulb']",0,1,,beetle
13,"['what', 'role', 'doe', 'the', 'path', 'play', 'in', 'determining', 'whether', 'or', 'not', 'a', 'switch', 'affect', 'a', 'bulb']",0,"['an', 'path', 'with', 'a', 'switch', 'connecting', 'to', 'a', 'battery', 'must', 'be', 'closed']","['if', 'a', 'bulb', 'and', 'a', 'switch', 'are', 'in', 'the', 'same', 'path', 'the', 'switch', 'affect', 'the', 'bulb']",0,1,,beetle
14,"['what', 'role', 'doe', 'the', 'path', 'play', 'in', 'determining', 'whether', 'or', 'not', 'a', 'switch', 'affect', 'a', 'bulb']",0,"['they', 'must', 'be', 'in', 'the', 'same', 'path', 'to', 'affect', 'the', 'bulb']","['if', 'a', 'bulb', 'and', 'a', 'switch', 'are', 'in', 'the', 'same', 'path', 'the', 'switch', 'affect', 'the', 'bulb']",1,1,,beetle
15,"['what', 'role', 'doe', 'the', 'path', 'play', 'in', 'determining', 'whether', 'or', 'not', 'a', 'switch', 'affect', 'a', 'bulb']",0,"['a', 'switch', 'affect', 'thebulb', 'if', 'it', 'lie', 'along', 'a', 'path', 'that', 'could', 'create', 'a', 'closed', 'circuit']","['if', 'a', 'bulb', 'and', 'a', 'switch', 'are', 'in', 'the', 'same', 'path', 'the', 'switch', 'affect', 'the', 'bulb']",0,1,,beetle
16,"['what', 'role', 'doe', 'the', 'path', 'play', 'in', 'determining', 'whether', 'or', 'not', 'a', 'switch', 'affect', 'a', 'bulb']",0,"['it', 'must', 'be', 'closed']","['if', 'a', 'bulb', 'and', 'a', 'switch', 'are', 'in', 'the', 'same', 'path', 'the', 'switch', 'affect', 'the', 'bulb']",0,1,,beetle
17,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['there', 'is', 'a', 'gap']","['the', 'terminal', 'are', 'connected']",0,1,,beetle
18,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['a', 'bulb', 'creates', 'a', 'gap', 'between', 'itself', 'and', 'the', 'battery', 'terminal']","['the', 'terminal', 'are', 'connected']",0,1,,beetle
19,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['give', 'me', 'a', 'hint']","['the', 'terminal', 'are', 'connected']",0,1,,beetle
20,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['there', 'is', 'no', 'voltage', 'between', 'the', 'two', 'terminal']","['the', 'terminal', 'are', 'connected']",0,1,,beetle
21,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['they', 'are', 'in', 'different', 'state']","['the', 'terminal', 'are', 'connected']",0,1,,beetle
22,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['they', 'are', 'not', 'connected']","['the', 'terminal', 'are', 'connected']",0,1,,beetle
23,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['they', 'are', 'connected']","['the', 'terminal', 'are', 'connected']",1,1,,beetle
24,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['the', 'bulb', 'terminal', 'and', 'the', 'battery', 'terminal', 'are', 'connected']","['the', 'terminal', 'are', 'connected']",1,1,,beetle
25,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['the', 'terminal', 'is', 'connected', 'to', 'the', 'negative', 'voltage', 'terminal']","['the', 'terminal', 'are', 'connected']",0,1,,beetle
26,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['tell', 'me', 'the', 'answer']","['the', 'terminal', 'are', 'connected']",0,1,,beetle
27,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['there', 'is', 'no', 'difference', 'between', 'the', 'elactrical', 'state', 'and', 'also', 'that', 'there', 'is', 'a', 'gap', 'in', 'the', 'curcuit']","['the', 'terminal', 'are', 'connected']",0,1,,beetle
28,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['the', 'terminal', 'are', 'separated', 'by', 'a', 'gap', 'and', 'the', 'battery', 'terminal', 'and', 'bulb', 'terminal', 'are', 'on', 'the', 'same', 'side', 'of', 'the', 'gap']","['the', 'terminal', 'are', 'connected']",0,1,,beetle
29,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['there', 'is', 'a', 'damaged', 'bulb']","['the', 'terminal', 'are', 'connected']",0,1,,beetle
30,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['there', 'is', 'a', 'short', 'circuit', 'between', 'the', 'connection', 'of', 'the', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']","['the', 'terminal', 'are', 'connected']",0,1,,beetle
31,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['that', 'the', 'bulb', 'is', 'connected', 'to', 'the', 'positive', 'end', 'of', 'the', 'terminal']","['the', 'terminal', 'are', 'connected']",0,1,,beetle
32,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['that', 'they', 'are', 'connected', 'no', 'gap']","['the', 'terminal', 'are', 'connected']",1,1,,beetle
33,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['they', 'share', 'an', 'electrical', 'state']","['the', 'terminal', 'are', 'connected']",1,1,,beetle
34,"['what', 'doe', 'a', 'voltage', 'reading', 'of', '0', 'tell', 'you', 'about', 'the', 'connection', 'between', 'a', 'bulb', 'terminal', 'and', 'a', 'battery', 'terminal']",1,"['the', 'two', 'terminal', 'are', 'in', 'the', 'same', 'electrical', 'state']","['the', 'terminal', 'are', 'connected']",1,1,,beetle
35,"['explain', 'why', 'you', 'got', 'a', 'voltage', 'reading', 'of', '0', 'for', 'terminal', '6', 'and', 'the', 'positive', 'terminal']",2,"['the', 'positive', 'battery', 'terminal', 'is', 'connected', 'to', 'terminal', 'six']","['terminal', '6', 'and', 'the', 'positive', 'terminal', 'are', 'connected']",1,1,,beetle
36,"['explain', 'why', 'you', 'got', 'a', 'voltage', 'reading', 'of', '0', 'for', 'terminal', '6', 'and', 'the', 'positive', 'terminal']",2,"['terminal', '6', 'is', 'only', 'connected', 'to', 'the', 'positive', 'terminal']","['terminal', '6', 'and', 'the', 'positive', 'terminal', 'are', 'connected']",1,1,,beetle
37,"['explain', 'why', 'you', 'got', 'a', 'voltage', 'reading', 'of', '0', 'for', 'terminal', '6', 'and', 'the', 'positive', 'terminal']",2,"['bulb', 'c', 'doe', 'not', 'work']","['terminal', '6', 'and', 'the', 'positive', 'terminal', 'are', 'connected']",0,1,,beetle
38,"['explain', 'why', 'you', 'got', 'a', 'voltage', 'reading', 'of', '0', 'for', 'terminal', '6', 'and', 'the', 'positive', 'terminal']",2,"['the', 'positive', 'battery', 'terminal', 'is', 'separated', 'by', 'a', 'gap', 'from', 'terminal', '6']","['terminal', '6', 'and', 'the', 'positive', 'terminal', 'are', 'connected']",0,1,,beetle
39,"['explain', 'why', 'you', 'got', 'a', 'voltage', 'reading', 'of', '0', 'for', 'terminal', '6', 'and', 'the', 'positive', 'terminal']",2,"['there', 'is', 'no', 'gap', 'between', 'terminal', '6', 'and', 'the', 'positive', 'terminal']","['terminal', '6', 'and', 'the', 'positive', 'terminal', 'are', 'connected']",1,1,,beetle
40,"['explain', 'why', 'you', 'got', 'a', 'voltage', 'reading', 'of', '0', 'for', 'terminal', '6', 'and', 'the', 'positive', 'terminal']",2,"['a', 'terminal', 'is', 'connected', 'to', 'the', 'positive', 'battery', 'terminal']","['terminal', '6', 'and', 'the', 'positive', 'terminal', 'are', 'connected']",1,1,,beetle
41,"['explain', 'why', 'you', 'got', 'a', 'voltage', 'reading', 'of', '0', 'for', 'terminal', '6', 'and', 'the', 'positive', 'terminal']",2,"['the', 'terminal', 'are', 'connected']","['terminal', '6', 'and', 'the', 'positive', 'terminal', 'are', 'connected']",1,1,,beetle
42,"['explain', 'why', 'you', 'got', 'a', 'voltage', 'reading', 'of', '0', 'for', 'terminal', '6', 'and', 'the', 'positive', 'terminal']",2,"['the', 'positive', 'terminal', 'is', 'not', 'separated', 'by', 'a', 'gap', 'from', 'terminal', '6']","['terminal', '6', 'and', 'the', 'positive', 'terminal', 'are', 'connected']",1,1,,beetle
43,"['explain', 'why', 'you', 'got', 'a', 'voltage', 'reading', 'of', '0', 'for', 'terminal', '6', 'and', 'the', 'positive', 'terminal']",2,"['the', 'positive', 'battery', 'terminal', 'is', 'not', 'seperated', 'from', 'terminal', '6']","['terminal', '6', 'and', 'the', 'positive', 'terminal', 'are', 'connected']",1,1,,beetle
44,"['explain', 'why', 'you', 'got', 'a', 'voltage', 'reading', 'of', '0', 'for', 'terminal', '6', 'and', 'the', 'positive', 'terminal']",2,"['i', 'dont', 'know']","['terminal', '6', 'and', 'the', 'positive', 'terminal', 'are', 'connected']",0,1,,beetle
45,"['explain', 'why', 'you', 'got', 'a', 'voltage', 'reading', 'of', '0', 'for', 'terminal', '6', 'and', 'the', 'positive', 'terminal']",2,"['the', 'positive', 'battery', 'terminal', 'wa', 'not', 'separated', 'by', 'a', 'gap', 'from', 'terminal', '6']","['terminal', '6', 'and', 'the', 'positive', 'terminal', 'are', 'connected']",1,1,,beetle
46,"['explain', 'why', 'you', 'got', 'a', 'voltage', 'reading', 'of', '0', 'for', 'terminal', '6', 'and', 'the', 'positive', 'terminal']",2,"['the', '2', 'are', 'connected']","['terminal', '6', 'and', 'the', 'positive', 'terminal', 'are', 'connected']",1,1,,beetle
47,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['because', 'they', 'are', 'connected', 'to', 'the', 'negative', 'terminal']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",1,1,,beetle
48,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['1', '2', 'and', '3', 'have', '0', 'volt', 'the', 'negative', 'battery', 'terminal', 'ha', '0', 'volt']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",0,1,,beetle
49,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['1', '2', 'and', '3', 'show', '0', 'volt']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",0,1,,beetle
50,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['because', 'they', 'are', 'not', 'connected', 'to', 'the', 'positive', 'terminal']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",1,1,,beetle
51,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['because', 'there', 'is', 'a', 'gap', 'caused', 'by', 'damaged', 'bulb', 'b']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",0,1,,beetle
52,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['they', 'are', 'zero']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",0,1,,beetle
53,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['a', 'terminal', 'is', 'connected', 'to', 'the', 'negative']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",0,1,,beetle
54,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['they', 'are', 'on', 'the', 'other', 'side', 'of', 'the', 'positive', 'terminal']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",0,1,,beetle
55,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['1', '2', 'and', '3', 'are', 'on', 'the', 'negative', 'side']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",0,1,,beetle
56,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['the', 'path', 'is', 'not', 'closed']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",0,1,,beetle
57,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['a', 'connected', 'to', 'negative']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",0,1,,beetle
58,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['they', 'are', 'closest', 'to', 'each', 'other']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",0,1,,beetle
59,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,['yes'],"['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",0,1,,beetle
60,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['because', 'the', 'other', 'side', 'of', 'the', 'terminal', 'is', '15', 'volt']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",0,1,,beetle
61,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['because', 'the', 'path', 'in', 'the', 'circuit', 'to', 'the', 'positive', 'battery', 'terminal', 'is', 'disrupted', 'by', 'bulb', 'b']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",0,1,,beetle
62,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['because', 'they', 'all', 'read', 'a', 'not', 'receiving', 'electricity', 'from', 'the', 'negative', 'terminal']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",0,1,,beetle
63,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['there', 'is', 'a', 'gap', 'between', 'the', 'negative', 'and', 'positive', 'due', 'to', 'blub', 'b']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",0,1,,beetle
64,"['why', 'do', 'you', 'think', 'those', 'terminal', 'and', 'the', 'negative', 'battery', 'terminal', 'are', 'in', 'the', 'same', 'state']",3,"['because', 'their', 'voltage', 'are', '0', 'indicating', 'there', 'is', 'no', 'difference', 'between', 'the', 'state']","['terminal', '1', '2', 'and', '3', 'are', 'connected', 'to', 'the', 'negative', 'battery', 'terminal']",0,1,,beetle
65,"['explain', 'why', 'you', 'got', 'a', 'voltage', 'reading', 'of', '0', 'for', 'terminal', '1', 'and', 'terminal', '4']",4,"['terminal', '1', 'and', '4', 'are', 'connected', 'to', 'the', 'negtive', 'terminal', 'of', 'the', 'battery']","['terminal', '1', 'and', '4', 'are', 'connected']",1,1,,beetle
66,"['why', 'wa', 'bulb', 'c', 'off', 'when', 'switch', 'z', 'wa', 'open']",5,"['bulb', 'c', 'wa', 'in', 'an', 'open', 'path', 'with', 'the', 'battery']","['bulb', 'c', 'wa', 'no', 'longer', 'in', 'a', 'closed', 'path', 'with', 'the', 'battery']",1,1,,beetle
67,"['why', 'wa', 'bulb', 'c', 'off', 'when', 'switch', 'z', 'wa', 'open']",5,"['bulb', 'c', 'is', 'not', 'contained', 'in', 'a', 'closed', 'path', 'with', 'the', 'battery']","['bulb', 'c', 'wa', 'no', 'longer', 'in', 'a', 'closed', 'path', 'with', 'the', 'battery']",1,1,,beetle
68,"['why', 'wa', 'bulb', 'c', 'off', 'when', 'switch', 'z', 'wa', 'open']",5,"['bulb', 'c', 'wa', 'not', 'in', 'a', 'closed', 'path', 'with', 'the', 'battery']","['bulb', 'c', 'wa', 'no', 'longer', 'in', 'a', 'closed', 'path', 'with', 'the', 'battery']",1,1,,beetle
69,"['why', 'wa', 'bulb', 'c', 'off', 'when', 'switch', 'z', 'wa', 'open']",5,"['path', 'for', 'bulb', 'c', 'wa', 'open']","['bulb', 'c', 'wa', 'no', 'longer', 'in', 'a', 'closed', 'path', 'with', 'the', 'battery']",1,1,,beetle
70,"['why', 'wa', 'bulb', 'c', 'off', 'when', 'switch', 'z', 'wa', 'open']",5,"['switch', 'z', 'make', 'the', 'path', 'incomplete']","['bulb', 'c', 'wa', 'no', 'longer', 'in', 'a', 'closed', 'path', 'with', 'the', 'battery']",0,1,,beetle
71,"['why', 'wa', 'bulb', 'c', 'off', 'when', 'switch', 'z', 'wa', 'open']",5,"['bulb', 'c', 'is', 'still', 'contained', 'in', 'a', 'closed', 'path', 'with', 'the', 'battery']","['bulb', 'c', 'wa', 'no', 'longer', 'in', 'a', 'closed', 'path', 'with', 'the', 'battery']",0,1,,beetle
72,"['why', 'wa', 'bulb', 'c', 'off', 'when', 'switch', 'z', 'wa', 'open']",5,"['bulb', 'c', 'is', 'contained', 'in', 'the', 'path', 'to', 'the', 'battery']","['bulb', 'c', 'wa', 'no', 'longer', 'in', 'a', 'closed', 'path', 'with', 'the', 'battery']",0,1,,beetle
73,"['why', 'wa', 'bulb', 'c', 'off', 'when', 'switch', 'z', 'wa', 'open']",5,"['it', 'wa', 'not', 'in', 'a', 'closed', 'path', 'with', 'the', 'battery']","['bulb', 'c', 'wa', 'no', 'longer', 'in', 'a', 'closed', 'path', 'with', 'the', 'battery']",1,1,,beetle
74,"['why', 'wa', 'bulb', 'c', 'off', 'when', 'switch', 'z', 'wa', 'open']",5,['idk'],"['bulb', 'c', 'wa', 'no', 'longer', 'in', 'a', 'closed', 'path', 'with', 'the', 'battery']",0,1,,beetle
75,"['why', 'wa', 'bulb', 'c', 'off', 'when', 'switch', 'z', 'wa', 'open']",5,"['because', 'bulb', 'c', 'is', 'contained', 'in', 'an', 'opened', 'path', 'with', 'the', 'battery', 'which', 'turn', 'it', 'off']","['bulb', 'c', 'wa', 'no', 'longer', 'in', 'a', 'closed', 'path', 'with', 'the', 'battery']",1,1,,beetle
76,"['why', 'wa', 'bulb', 'c', 'off', 'when', 'switch', 'z', 'wa', 'open']",6,"['bulb', 'c', 'wa', 'in', 'an', 'open', 'path', 'with', 'the', 'battery']","['there', 'wa', 'no', 'longer', 'a', 'closed', 'path', 'containing', 'bulb', 'c', 'and', 'the', 'battery']",1,1,,beetle
77,"['why', 'wa', 'bulb', 'c', 'off', 'when', 'switch', 'z', 'wa', 'open']",6,"['bulb', 'c', 'is', 'not', 'contained', 'in', 'a', 'closed', 'path', 'with', 'the', 'battery']","['there', 'wa', 'no', 'longer', 'a', 'closed', 'path', 'containing', 'bulb', 'c', 'and', 'the', 'battery']",1,1,,beetle
78,"['why', 'wa', 'bulb', 'c', 'off', 'when', 'switch', 'z', 'wa', 'open']",6,"['bulb', 'c', 'wa', 'not', 'in', 'a', 'closed', 'path', 'with', 'the', 'battery']","['there', 'wa', 'no', 'longer', 'a', 'closed', 'path', 'containing', 'bulb', 'c', 'and', 'the', 'battery']",1,1,,beetle
