row_id,question,question_id,student_answer,reference_answer,assigned_points,max_points,domain,dataset_name,normalized_points
38,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,"['positive', 'battery', 'terminal', 'separated', 'gap', 'terminal', '6']","['terminal', '6', 'positive', 'terminal', 'connected']",0,1,,beetle,0.0
39,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,"['gap', 'terminal', '6', 'positive', 'terminal']","['terminal', '6', 'positive', 'terminal', 'connected']",1,1,,beetle,1.0
40,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,"['terminal', 'connected', 'positive', 'battery', 'terminal']","['terminal', '6', 'positive', 'terminal', 'connected']",1,1,,beetle,1.0
41,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,"['terminal', 'connected']","['terminal', '6', 'positive', 'terminal', 'connected']",1,1,,beetle,1.0
42,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,"['positive', 'terminal', 'separated', 'gap', 'terminal', '6']","['terminal', '6', 'positive', 'terminal', 'connected']",1,1,,beetle,1.0
43,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,"['positive', 'battery', 'terminal', 'separated', 'terminal', '6']","['terminal', '6', 'positive', 'terminal', 'connected']",1,1,,beetle,1.0
44,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,"['dont', 'know']","['terminal', '6', 'positive', 'terminal', 'connected']",0,1,,beetle,0.0
45,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,"['positive', 'battery', 'terminal', 'separated', 'gap', 'terminal', '6']","['terminal', '6', 'positive', 'terminal', 'connected']",1,1,,beetle,1.0
46,Explain why you got a voltage reading of 0 for terminal 6 and the positive terminal.,2,"['2', 'connected']","['terminal', '6', 'positive', 'terminal', 'connected']",1,1,,beetle,1.0
47,Why do you think those terminals and the negative battery terminal are in the same state?,3,"['connected', 'negative', 'terminal']","['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",1,1,,beetle,1.0
48,Why do you think those terminals and the negative battery terminal are in the same state?,3,"['1', '2', '3', '0', 'volt', 'negative', 'battery', 'terminal', '0', 'volt']","['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",0,1,,beetle,0.0
49,Why do you think those terminals and the negative battery terminal are in the same state?,3,"['1', '2', '3', 'show', '0', 'volt']","['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",0,1,,beetle,0.0
50,Why do you think those terminals and the negative battery terminal are in the same state?,3,"['connected', 'positive', 'terminal']","['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",1,1,,beetle,1.0
51,Why do you think those terminals and the negative battery terminal are in the same state?,3,"['gap', 'caused', 'damaged', 'bulb']","['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",0,1,,beetle,0.0
52,Why do you think those terminals and the negative battery terminal are in the same state?,3,['zero'],"['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",0,1,,beetle,0.0
53,Why do you think those terminals and the negative battery terminal are in the same state?,3,"['terminal', 'connected', 'negative']","['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",0,1,,beetle,0.0
54,Why do you think those terminals and the negative battery terminal are in the same state?,3,"['side', 'positive', 'terminal']","['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",0,1,,beetle,0.0
55,Why do you think those terminals and the negative battery terminal are in the same state?,3,"['1', '2', '3', 'negative', 'side']","['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",0,1,,beetle,0.0
56,Why do you think those terminals and the negative battery terminal are in the same state?,3,"['path', 'closed']","['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",0,1,,beetle,0.0
57,Why do you think those terminals and the negative battery terminal are in the same state?,3,"['connected', 'negative']","['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",0,1,,beetle,0.0
58,Why do you think those terminals and the negative battery terminal are in the same state?,3,['closest'],"['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",0,1,,beetle,0.0
59,Why do you think those terminals and the negative battery terminal are in the same state?,3,['yes'],"['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",0,1,,beetle,0.0
60,Why do you think those terminals and the negative battery terminal are in the same state?,3,"['side', 'terminal', '15', 'volt']","['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",0,1,,beetle,0.0
61,Why do you think those terminals and the negative battery terminal are in the same state?,3,"['path', 'circuit', 'positive', 'battery', 'terminal', 'disrupted', 'bulb']","['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",0,1,,beetle,0.0
62,Why do you think those terminals and the negative battery terminal are in the same state?,3,"['read', 'receiving', 'electricity', 'negative', 'terminal']","['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",0,1,,beetle,0.0
63,Why do you think those terminals and the negative battery terminal are in the same state?,3,"['gap', 'negative', 'positive', 'due', 'blub']","['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",0,1,,beetle,0.0
64,Why do you think those terminals and the negative battery terminal are in the same state?,3,"['voltage', '0', 'indicating', 'difference', 'state']","['terminal', '1', '2', '3', 'connected', 'negative', 'battery', 'terminal']",0,1,,beetle,0.0
65,Explain why you got a voltage reading of 0 for terminal 1 and terminal 4.,4,"['terminal', '1', '4', 'connected', 'negative', 'terminal', 'battery']","['terminal', '1', '4', 'connected']",1,1,,beetle,1.0
66,Why was bulb C off when switch Z was open?,5,"['bulb', 'open', 'path', 'battery']","['bulb', 'longer', 'closed', 'path', 'battery']",1,1,,beetle,1.0
67,Why was bulb C off when switch Z was open?,5,"['bulb', 'contained', 'closed', 'path', 'battery']","['bulb', 'longer', 'closed', 'path', 'battery']",1,1,,beetle,1.0
68,Why was bulb C off when switch Z was open?,5,"['bulb', 'closed', 'path', 'battery']","['bulb', 'longer', 'closed', 'path', 'battery']",1,1,,beetle,1.0
69,Why was bulb C off when switch Z was open?,5,"['path', 'bulb', 'open']","['bulb', 'longer', 'closed', 'path', 'battery']",1,1,,beetle,1.0
70,Why was bulb C off when switch Z was open?,5,"['switch', 'make', 'path', 'incomplete']","['bulb', 'longer', 'closed', 'path', 'battery']",0,1,,beetle,0.0
71,Why was bulb C off when switch Z was open?,5,"['bulb', 'still', 'contained', 'closed', 'path', 'battery']","['bulb', 'longer', 'closed', 'path', 'battery']",0,1,,beetle,0.0
72,Why was bulb C off when switch Z was open?,5,"['bulb', 'contained', 'path', 'battery']","['bulb', 'longer', 'closed', 'path', 'battery']",0,1,,beetle,0.0
73,Why was bulb C off when switch Z was open?,5,"['closed', 'path', 'battery']","['bulb', 'longer', 'closed', 'path', 'battery']",1,1,,beetle,1.0
74,Why was bulb C off when switch Z was open?,5,['ink'],"['bulb', 'longer', 'closed', 'path', 'battery']",0,1,,beetle,0.0
75,Why was bulb C off when switch Z was open?,5,"['bulb', 'contained', 'opened', 'path', 'battery', 'turn']","['bulb', 'longer', 'closed', 'path', 'battery']",1,1,,beetle,1.0
76,Why was bulb C off when switch Z was open?,6,"['bulb', 'open', 'path', 'battery']","['longer', 'closed', 'path', 'containing', 'bulb', 'battery']",1,1,,beetle,1.0
77,Why was bulb C off when switch Z was open?,6,"['bulb', 'contained', 'closed', 'path', 'battery']","['longer', 'closed', 'path', 'containing', 'bulb', 'battery']",1,1,,beetle,1.0
78,Why was bulb C off when switch Z was open?,6,"['bulb', 'closed', 'path', 'battery']","['longer', 'closed', 'path', 'containing', 'bulb', 'battery']",1,1,,beetle,1.0
79,Why was bulb C off when switch Z was open?,6,"['path', 'bulb', 'open']","['longer', 'closed', 'path', 'containing', 'bulb', 'battery']",1,1,,beetle,1.0
80,Why was bulb C off when switch Z was open?,6,"['switch', 'make', 'path', 'incomplete']","['longer', 'closed', 'path', 'containing', 'bulb', 'battery']",0,1,,beetle,0.0
81,Why was bulb C off when switch Z was open?,6,"['bulb', 'still', 'contained', 'closed', 'path', 'battery']","['longer', 'closed', 'path', 'containing', 'bulb', 'battery']",0,1,,beetle,0.0
82,Why was bulb C off when switch Z was open?,6,"['bulb', 'contained', 'path', 'battery']","['longer', 'closed', 'path', 'containing', 'bulb', 'battery']",0,1,,beetle,0.0
83,Why was bulb C off when switch Z was open?,6,"['closed', 'path', 'battery']","['longer', 'closed', 'path', 'containing', 'bulb', 'battery']",1,1,,beetle,1.0
84,Why was bulb C off when switch Z was open?,6,['ink'],"['longer', 'closed', 'path', 'containing', 'bulb', 'battery']",0,1,,beetle,0.0
85,Why was bulb C off when switch Z was open?,6,"['bulb', 'contained', 'opened', 'path', 'battery', 'turn']","['longer', 'closed', 'path', 'containing', 'bulb', 'battery']",1,1,,beetle,1.0
86,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,7,"['terminal', '6', 'connected', 'positive', 'terminal', 'battery', 'terminal', '1', 'connected', 'negative', 'terminal', 'battery']","['terminal', '1', '6', 'separated', 'gap']",0,1,,beetle,0.0
87,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,7,"['terminal', '6', 'connected', 'negative', 'terminal']","['terminal', '1', '6', 'separated', 'gap']",0,1,,beetle,0.0
88,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,7,['separation'],"['terminal', '1', '6', 'separated', 'gap']",0,1,,beetle,0.0
89,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,7,"['terminal', '1', 'connected', 'terminal', '1']","['terminal', '1', '6', 'separated', 'gap']",0,1,,beetle,0.0
90,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,7,"['connected', 'gap']","['terminal', '1', '6', 'separated', 'gap']",1,1,,beetle,1.0
91,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,7,"['terminal', '1', 'connected', 'terminal', '6']","['terminal', '1', '6', 'separated', 'gap']",0,1,,beetle,0.0
92,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,7,"['terminal', '1', 'terminal', '6', 'separated', 'gap']","['terminal', '1', '6', 'separated', 'gap']",1,1,,beetle,1.0
93,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,8,"['terminal', '6', 'connected', 'positive', 'terminal', 'battery', 'terminal', '1', 'connected', 'negative', 'terminal', 'battery']","['gap', 'terminal', '1', '6']",0,1,,beetle,0.0
94,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,8,"['terminal', '6', 'connected', 'negative', 'terminal']","['gap', 'terminal', '1', '6']",0,1,,beetle,0.0
95,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,8,['separation'],"['gap', 'terminal', '1', '6']",0,1,,beetle,0.0
96,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,8,"['terminal', '1', 'connected', 'terminal', '1']","['gap', 'terminal', '1', '6']",0,1,,beetle,0.0
97,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,8,"['connected', 'gap']","['gap', 'terminal', '1', '6']",1,1,,beetle,1.0
98,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,8,"['terminal', '1', 'connected', 'terminal', '6']","['gap', 'terminal', '1', '6']",0,1,,beetle,0.0
99,Explain why you got a voltage reading of 1.5 for terminal 1 and terminal 6.,8,"['terminal', '1', 'terminal', '6', 'separated', 'gap']","['gap', 'terminal', '1', '6']",1,1,,beetle,1.0
100,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,"['electrical', 'state', 'greater', 'gap', 'circuit']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'damaged', 'bulb']",0,1,,beetle,0.0
101,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,"['measuring', 'voltage', 'allows', 'locate', 'gap', 'connection']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'damaged', 'bulb']",0,1,,beetle,0.0
102,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,"['allows', 'measure', 'electrical', 'state', 'within', 'connection', 'find', 'gap', 'connection']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'damaged', 'bulb']",0,1,,beetle,0.0
103,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,"['difference', 'electrical', 'state', 'location', 'gap', 'circuit']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'damaged', 'bulb']",0,1,,beetle,0.0
104,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,"['electrical', 'state', 'montero']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'damaged', 'bulb']",0,1,,beetle,0.0
105,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,"['show', 'chemical', 'reaction', 'battery', 'electrical', 'state', 'terminal']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'damaged', 'bulb']",0,1,,beetle,0.0
106,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,"['voltage', 'show', 'chemical', 'reaction', 'ap']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'damaged', 'bulb']",0,1,,beetle,0.0
107,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,"['burnt', 'bulb', 'voltage', 'one', 'terminal']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'damaged', 'bulb']",0,1,,beetle,0.0
108,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,"['measuring', 'voltage', 'allows', 'see', 'gap', 'electrical', 'state']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'damaged', 'bulb']",0,1,,beetle,0.0
109,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,"['voltage', 'measure', 'difference', 'electrical', 'state', 'two', 'terminal', 'gap', 'connection', 'terminal', 'meter', 'measure', 'voltage']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'damaged', 'bulb']",0,1,,beetle,0.0
110,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",9,"['light', 'bulb', 'burned', 'closed', 'path', 'light', 'blue', 'go', 'voltage', 'help', 'find', 'gap', 'path', 'indicated', 'damaged', 'bulb']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'damaged', 'bulb']",0,1,,beetle,0.0
111,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,"['electrical', 'state', 'greater', 'gap', 'circuit']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'gap']",0,1,,beetle,0.0
112,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,"['measuring', 'voltage', 'allows', 'locate', 'gap', 'connection']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'gap']",0,1,,beetle,0.0
113,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,"['allows', 'measure', 'electrical', 'state', 'within', 'connection', 'find', 'gap', 'connection']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'gap']",0,1,,beetle,0.0
114,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,"['difference', 'electrical', 'state', 'location', 'gap', 'circuit']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'gap']",0,1,,beetle,0.0
115,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,"['electrical', 'state', 'montero']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'gap']",0,1,,beetle,0.0
116,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,"['show', 'chemical', 'reaction', 'battery', 'electrical', 'state', 'terminal']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'gap']",0,1,,beetle,0.0
117,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,"['voltage', 'show', 'chemical', 'reaction', 'ap']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'gap']",0,1,,beetle,0.0
118,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,"['burnt', 'bulb', 'voltage', 'one', 'terminal']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'gap']",0,1,,beetle,0.0
119,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,"['measuring', 'voltage', 'allows', 'see', 'gap', 'electrical', 'state']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'gap']",0,1,,beetle,0.0
120,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,"['voltage', 'measure', 'difference', 'electrical', 'state', 'two', 'terminal', 'gap', 'connection', 'terminal', 'meter', 'measure', 'voltage']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'gap']",0,1,,beetle,0.0
121,"Why does measuring voltage help you locate a burned out bulb? Try to answer in terms of electrical states, connections and/ or a gap.",10,"['light', 'bulb', 'burned', 'closed', 'path', 'light', 'blue', 'go', 'voltage', 'help', 'find', 'gap', 'path', 'indicated', 'damaged', 'bulb']","['measuring', 'voltage', 'indicates', 'place', 'electrical', 'state', 'change', 'due', 'gap']",0,1,,beetle,0.0
122,Why was bulb A on when switch Y was open and switch Z was closed?,11,"['closed', 'path']","['bulb', 'still', 'contained', 'closed', 'path', 'battery']",0,1,,beetle,0.0
123,Why was bulb A on when switch Y was open and switch Z was closed?,11,"['circuit', 'closed']","['bulb', 'still', 'contained', 'closed', 'path', 'battery']",0,1,,beetle,0.0
124,Why was bulb A on when switch Y was open and switch Z was closed?,11,"['bulb', 'closed', 'path']","['bulb', 'still', 'contained', 'closed', 'path', 'battery']",0,1,,beetle,0.0
125,Why was bulb A on when switch Y was open and switch Z was closed?,11,"['bulb', 'still', 'closed', 'path']","['bulb', 'still', 'contained', 'closed', 'path', 'battery']",0,1,,beetle,0.0
126,Why was bulb A on when switch Y was open and switch Z was closed?,11,"['bulb', 'still', 'connected', 'battery', 'closed', 'path']","['bulb', 'still', 'contained', 'closed', 'path', 'battery']",1,1,,beetle,1.0
127,Why was bulb A on when switch Y was open and switch Z was closed?,11,"['closed', 'path']","['bulb', 'still', 'contained', 'closed', 'path', 'battery']",0,1,,beetle,0.0
128,Why was bulb A on when switch Y was open and switch Z was closed?,11,"['switch', 'path', 'bulb']","['bulb', 'still', 'contained', 'closed', 'path', 'battery']",1,1,,beetle,1.0
129,Why was bulb A on when switch Y was open and switch Z was closed?,11,"['path', 'closed']","['bulb', 'still', 'contained', 'closed', 'path', 'battery']",0,1,,beetle,0.0
130,Why was bulb A on when switch Y was open and switch Z was closed?,11,"['bulb', 'contained', 'closed', 'path']","['bulb', 'still', 'contained', 'closed', 'path', 'battery']",0,1,,beetle,0.0
131,Why was bulb A on when switch Y was open and switch Z was closed?,11,"['bulb', 'closed', 'circuit', 'battery']","['bulb', 'still', 'contained', 'closed', 'path', 'battery']",0,1,,beetle,0.0
132,Why was bulb A on when switch Y was open and switch Z was closed?,11,"['still', 'closed', 'circuit']","['bulb', 'still', 'contained', 'closed', 'path', 'battery']",0,1,,beetle,0.0
133,Why was bulb A on when switch Y was open and switch Z was closed?,11,"['bulb', 'closed', 'circuit', 'battery', 'switch']","['bulb', 'still', 'contained', 'closed', 'path', 'battery']",0,1,,beetle,0.0
134,Why was bulb A on when switch Y was open and switch Z was closed?,11,"['switch', 'one', 'path', 'bulb']","['bulb', 'still', 'contained', 'closed', 'path', 'battery']",1,1,,beetle,1.0
135,Why was bulb A on when switch Y was open and switch Z was closed?,12,"['closed', 'path']","['bulb', 'still', 'contained', 'closed', 'path', 'battery', 'switch']",0,1,,beetle,0.0
136,Why was bulb A on when switch Y was open and switch Z was closed?,12,"['circuit', 'closed']","['bulb', 'still', 'contained', 'closed', 'path', 'battery', 'switch']",0,1,,beetle,0.0
