row_id,question,question_id,student_answer,reference_answer,assigned_points,max_points,domain,dataset_name
15,"['what', 'role', 'doe', 'the', 'path', 'play', 'in', 'determin', 'whether', 'or', 'not', 'a', 'switch', 'affect', 'a', 'bulb']",0,"['a', 'switch', 'affect', 'thebulb', 'if', 'it', 'lie', 'along', 'a', 'path', 'that', 'could', 'creat', 'a', 'close', 'circuit']","['if', 'a', 'bulb', 'and', 'a', 'switch', 'are', 'in', 'the', 'same', 'path', 'the', 'switch', 'affect', 'the', 'bulb']",0,1,,beetle
16,"['what', 'role', 'doe', 'the', 'path', 'play', 'in', 'determin', 'whether', 'or', 'not', 'a', 'switch', 'affect', 'a', 'bulb']",0,"['it', 'must', 'be', 'close']","['if', 'a', 'bulb', 'and', 'a', 'switch', 'are', 'in', 'the', 'same', 'path', 'the', 'switch', 'affect', 'the', 'bulb']",0,1,,beetle
17,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['there', 'is', 'a', 'gap']","['the', 'termin', 'are', 'connect']",0,1,,beetle
18,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['a', 'bulb', 'creat', 'a', 'gap', 'between', 'itself', 'and', 'the', 'batteri', 'termin']","['the', 'termin', 'are', 'connect']",0,1,,beetle
19,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['give', 'me', 'a', 'hint']","['the', 'termin', 'are', 'connect']",0,1,,beetle
20,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['there', 'is', 'no', 'voltag', 'between', 'the', 'two', 'termin']","['the', 'termin', 'are', 'connect']",0,1,,beetle
21,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['they', 'are', 'in', 'differ', 'state']","['the', 'termin', 'are', 'connect']",0,1,,beetle
22,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['they', 'are', 'not', 'connect']","['the', 'termin', 'are', 'connect']",0,1,,beetle
23,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['they', 'are', 'connect']","['the', 'termin', 'are', 'connect']",1,1,,beetle
24,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['the', 'bulb', 'termin', 'and', 'the', 'batteri', 'termin', 'are', 'connect']","['the', 'termin', 'are', 'connect']",1,1,,beetle
25,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['the', 'termin', 'is', 'connect', 'to', 'the', 'negat', 'voltag', 'termin']","['the', 'termin', 'are', 'connect']",0,1,,beetle
26,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['tell', 'me', 'the', 'answer']","['the', 'termin', 'are', 'connect']",0,1,,beetle
27,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['there', 'is', 'no', 'differ', 'between', 'the', 'electr', 'state', 'and', 'also', 'that', 'there', 'is', 'a', 'gap', 'in', 'the', 'circuit']","['the', 'termin', 'are', 'connect']",0,1,,beetle
28,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['the', 'termin', 'are', 'separ', 'by', 'a', 'gap', 'and', 'the', 'batteri', 'termin', 'and', 'bulb', 'termin', 'are', 'on', 'the', 'same', 'side', 'of', 'the', 'gap']","['the', 'termin', 'are', 'connect']",0,1,,beetle
29,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['there', 'is', 'a', 'damag', 'bulb']","['the', 'termin', 'are', 'connect']",0,1,,beetle
30,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['there', 'is', 'a', 'short', 'circuit', 'between', 'the', 'connect', 'of', 'the', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']","['the', 'termin', 'are', 'connect']",0,1,,beetle
31,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['that', 'the', 'bulb', 'is', 'connect', 'to', 'the', 'posit', 'end', 'of', 'the', 'termin']","['the', 'termin', 'are', 'connect']",0,1,,beetle
32,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['that', 'they', 'are', 'connect', 'no', 'gap']","['the', 'termin', 'are', 'connect']",1,1,,beetle
33,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['they', 'share', 'an', 'electr', 'state']","['the', 'termin', 'are', 'connect']",1,1,,beetle
34,"['what', 'doe', 'a', 'voltag', 'read', 'of', '0', 'tell', 'you', 'about', 'the', 'connect', 'between', 'a', 'bulb', 'termin', 'and', 'a', 'batteri', 'termin']",1,"['the', 'two', 'termin', 'are', 'in', 'the', 'same', 'electr', 'state']","['the', 'termin', 'are', 'connect']",1,1,,beetle
35,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '0', 'for', 'termin', '6', 'and', 'the', 'posit', 'termin']",2,"['the', 'posit', 'batteri', 'termin', 'is', 'connect', 'to', 'termin', 'six']","['termin', '6', 'and', 'the', 'posit', 'termin', 'are', 'connect']",1,1,,beetle
36,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '0', 'for', 'termin', '6', 'and', 'the', 'posit', 'termin']",2,"['termin', '6', 'is', 'onli', 'connect', 'to', 'the', 'posit', 'termin']","['termin', '6', 'and', 'the', 'posit', 'termin', 'are', 'connect']",1,1,,beetle
37,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '0', 'for', 'termin', '6', 'and', 'the', 'posit', 'termin']",2,"['bulb', 'i', 'doe', 'not', 'work']","['termin', '6', 'and', 'the', 'posit', 'termin', 'are', 'connect']",0,1,,beetle
38,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '0', 'for', 'termin', '6', 'and', 'the', 'posit', 'termin']",2,"['the', 'posit', 'batteri', 'termin', 'is', 'separ', 'by', 'a', 'gap', 'from', 'termin', '6']","['termin', '6', 'and', 'the', 'posit', 'termin', 'are', 'connect']",0,1,,beetle
39,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '0', 'for', 'termin', '6', 'and', 'the', 'posit', 'termin']",2,"['there', 'is', 'no', 'gap', 'between', 'termin', '6', 'and', 'the', 'posit', 'termin']","['termin', '6', 'and', 'the', 'posit', 'termin', 'are', 'connect']",1,1,,beetle
40,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '0', 'for', 'termin', '6', 'and', 'the', 'posit', 'termin']",2,"['a', 'termin', 'is', 'connect', 'to', 'the', 'posit', 'batteri', 'termin']","['termin', '6', 'and', 'the', 'posit', 'termin', 'are', 'connect']",1,1,,beetle
41,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '0', 'for', 'termin', '6', 'and', 'the', 'posit', 'termin']",2,"['the', 'termin', 'are', 'connect']","['termin', '6', 'and', 'the', 'posit', 'termin', 'are', 'connect']",1,1,,beetle
42,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '0', 'for', 'termin', '6', 'and', 'the', 'posit', 'termin']",2,"['the', 'posit', 'termin', 'is', 'not', 'separ', 'by', 'a', 'gap', 'from', 'termin', '6']","['termin', '6', 'and', 'the', 'posit', 'termin', 'are', 'connect']",1,1,,beetle
43,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '0', 'for', 'termin', '6', 'and', 'the', 'posit', 'termin']",2,"['the', 'posit', 'batteri', 'termin', 'is', 'not', 'separ', 'from', 'termin', '6']","['termin', '6', 'and', 'the', 'posit', 'termin', 'are', 'connect']",1,1,,beetle
44,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '0', 'for', 'termin', '6', 'and', 'the', 'posit', 'termin']",2,"['i', 'dont', 'know']","['termin', '6', 'and', 'the', 'posit', 'termin', 'are', 'connect']",0,1,,beetle
45,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '0', 'for', 'termin', '6', 'and', 'the', 'posit', 'termin']",2,"['the', 'posit', 'batteri', 'termin', 'was', 'not', 'separ', 'by', 'a', 'gap', 'from', 'termin', '6']","['termin', '6', 'and', 'the', 'posit', 'termin', 'are', 'connect']",1,1,,beetle
46,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '0', 'for', 'termin', '6', 'and', 'the', 'posit', 'termin']",2,"['the', '2', 'are', 'connect']","['termin', '6', 'and', 'the', 'posit', 'termin', 'are', 'connect']",1,1,,beetle
47,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['becaus', 'they', 'are', 'connect', 'to', 'the', 'negat', 'termin']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",1,1,,beetle
48,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['1', '2', 'and', '3', 'have', '0', 'volt', 'the', 'negat', 'batteri', 'termin', 'has', '0', 'volt']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",0,1,,beetle
49,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['1', '2', 'and', '3', 'show', '0', 'volt']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",0,1,,beetle
50,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['becaus', 'they', 'are', 'not', 'connect', 'to', 'the', 'posit', 'termin']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",1,1,,beetle
51,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['becaus', 'there', 'is', 'a', 'gap', 'caus', 'by', 'damag', 'bulb', 'i']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",0,1,,beetle
52,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['they', 'are', 'zero']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",0,1,,beetle
53,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['a', 'termin', 'is', 'connect', 'to', 'the', 'negat']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",0,1,,beetle
54,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['they', 'are', 'on', 'the', 'other', 'side', 'of', 'the', 'posit', 'termin']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",0,1,,beetle
55,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['1', '2', 'and', '3', 'are', 'on', 'the', 'negat', 'side']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",0,1,,beetle
56,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['the', 'path', 'is', 'not', 'close']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",0,1,,beetle
57,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['a', 'connect', 'to', 'negat']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",0,1,,beetle
58,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['they', 'are', 'closest', 'to', 'each', 'other']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",0,1,,beetle
59,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,['yes'],"['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",0,1,,beetle
60,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['becaus', 'the', 'other', 'side', 'of', 'the', 'termin', 'is', '15', 'volt']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",0,1,,beetle
61,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['becaus', 'the', 'path', 'in', 'the', 'circuit', 'to', 'the', 'posit', 'batteri', 'termin', 'is', 'disrupt', 'by', 'bulb', 'i']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",0,1,,beetle
62,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['becaus', 'they', 'all', 'read', 'as', 'not', 'receiv', 'electr', 'from', 'the', 'negat', 'termin']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",0,1,,beetle
63,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['there', 'is', 'a', 'gap', 'between', 'the', 'negat', 'and', 'posit', 'due', 'to', 'blub', 'i']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",0,1,,beetle
64,"['whi', 'do', 'you', 'think', 'those', 'termin', 'and', 'the', 'negat', 'batteri', 'termin', 'are', 'in', 'the', 'same', 'state']",3,"['becaus', 'their', 'voltag', 'are', '0', 'indic', 'there', 'is', 'no', 'differ', 'between', 'the', 'state']","['termin', '1', '2', 'and', '3', 'are', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']",0,1,,beetle
65,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '0', 'for', 'termin', '1', 'and', 'termin', '4']",4,"['termin', '1', 'and', '4', 'are', 'connect', 'to', 'the', 'negat', 'termin', 'of', 'the', 'batteri']","['termin', '1', 'and', '4', 'are', 'connect']",1,1,,beetle
66,"['whi', 'was', 'bulb', 'i', 'off', 'when', 'switch', 'i', 'was', 'open']",5,"['bulb', 'i', 'was', 'in', 'an', 'open', 'path', 'with', 'the', 'batteri']","['bulb', 'i', 'was', 'no', 'longer', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']",1,1,,beetle
67,"['whi', 'was', 'bulb', 'i', 'off', 'when', 'switch', 'i', 'was', 'open']",5,"['bulb', 'i', 'is', 'not', 'contain', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']","['bulb', 'i', 'was', 'no', 'longer', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']",1,1,,beetle
68,"['whi', 'was', 'bulb', 'i', 'off', 'when', 'switch', 'i', 'was', 'open']",5,"['bulb', 'i', 'was', 'not', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']","['bulb', 'i', 'was', 'no', 'longer', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']",1,1,,beetle
69,"['whi', 'was', 'bulb', 'i', 'off', 'when', 'switch', 'i', 'was', 'open']",5,"['path', 'for', 'bulb', 'i', 'was', 'open']","['bulb', 'i', 'was', 'no', 'longer', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']",1,1,,beetle
70,"['whi', 'was', 'bulb', 'i', 'off', 'when', 'switch', 'i', 'was', 'open']",5,"['switch', 'i', 'make', 'the', 'path', 'incomplet']","['bulb', 'i', 'was', 'no', 'longer', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']",0,1,,beetle
71,"['whi', 'was', 'bulb', 'i', 'off', 'when', 'switch', 'i', 'was', 'open']",5,"['bulb', 'i', 'is', 'still', 'contain', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']","['bulb', 'i', 'was', 'no', 'longer', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']",0,1,,beetle
72,"['whi', 'was', 'bulb', 'i', 'off', 'when', 'switch', 'i', 'was', 'open']",5,"['bulb', 'i', 'is', 'contain', 'in', 'the', 'path', 'to', 'the', 'batteri']","['bulb', 'i', 'was', 'no', 'longer', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']",0,1,,beetle
73,"['whi', 'was', 'bulb', 'i', 'off', 'when', 'switch', 'i', 'was', 'open']",5,"['it', 'was', 'not', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']","['bulb', 'i', 'was', 'no', 'longer', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']",1,1,,beetle
74,"['whi', 'was', 'bulb', 'i', 'off', 'when', 'switch', 'i', 'was', 'open']",5,['ink'],"['bulb', 'i', 'was', 'no', 'longer', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']",0,1,,beetle
75,"['whi', 'was', 'bulb', 'i', 'off', 'when', 'switch', 'i', 'was', 'open']",5,"['becaus', 'bulb', 'i', 'is', 'contain', 'in', 'an', 'open', 'path', 'with', 'the', 'batteri', 'which', 'turn', 'it', 'off']","['bulb', 'i', 'was', 'no', 'longer', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']",1,1,,beetle
76,"['whi', 'was', 'bulb', 'i', 'off', 'when', 'switch', 'i', 'was', 'open']",6,"['bulb', 'i', 'was', 'in', 'an', 'open', 'path', 'with', 'the', 'batteri']","['there', 'was', 'no', 'longer', 'a', 'close', 'path', 'contain', 'bulb', 'i', 'and', 'the', 'batteri']",1,1,,beetle
77,"['whi', 'was', 'bulb', 'i', 'off', 'when', 'switch', 'i', 'was', 'open']",6,"['bulb', 'i', 'is', 'not', 'contain', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']","['there', 'was', 'no', 'longer', 'a', 'close', 'path', 'contain', 'bulb', 'i', 'and', 'the', 'batteri']",1,1,,beetle
78,"['whi', 'was', 'bulb', 'i', 'off', 'when', 'switch', 'i', 'was', 'open']",6,"['bulb', 'i', 'was', 'not', 'in', 'a', 'close', 'path', 'with', 'the', 'batteri']","['there', 'was', 'no', 'longer', 'a', 'close', 'path', 'contain', 'bulb', 'i', 'and', 'the', 'batteri']",1,1,,beetle
79,"['whi', 'was', 'bulb', 'i', 'off', 'when', 'switch', 'i', 'was', 'open']",6,"['path', 'for', 'bulb', 'i', 'was', 'open']","['there', 'was', 'no', 'longer', 'a', 'close', 'path', 'contain', 'bulb', 'i', 'and', 'the', 'batteri']",1,1,,beetle
80,"['whi', 'was', 'bulb', 'i', 'off', 'when', 'switch', 'i', 'was', 'open']",6,"['switch', 'i', 'make', 'the', 'path', 'incomplet']","['there', 'was', 'no', 'longer', 'a', 'close', 'path', 'contain', 'bulb', 'i', 'and', 'the', 'batteri']",0,1,,beetle
